id,employee_code,job_title,gender,current_age,retirement_age,hire_date,years_at_company,year_at_company_calc,education_level_id,department_id,employee_status_id
1bc1680d-aae4-40ba-b3d6-f02700499e72,11,Engineer,Male,52,60,2019-11-26,4,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
fc5eb894-1f93-4f72-914e-823473a0aa26,12,Technician,Male,27,60,2015-02-19,9,11,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
a2c7a7c6-8c5b-4659-9ad5-ac98c4f765fc,13,Technician,Male,51,60,2019-07-04,5,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
aa24d8ca-117c-476b-bd40-d9db4619623a,14,Analyst,Male,27,60,2014-10-14,9,12,9575c642-ebcf-4bc7-9ae9-67805baa4173,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
81926e28-d41e-482d-a806-7ffe2bbfd939,15,Analyst,Male,46,60,2023-03-11,1,3,fe904c86-43a8-473d-8f97-7e8310763ca8,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
54c8f7e2-34cb-4ecb-b255-6d3d044ede21,16,Developer,Male,26,60,2023-04-19,1,3,dfef9b1b-185b-4044-ae63-5d7f1793ec39,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
de708293-14b1-4686-820a-f61c3f9f40fc,17,Engineer,Male,29,60,2019-09-21,4,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
81bcd83d-4dae-4047-b852-3e93ce6a80e5,18,Developer,Other,28,60,2022-11-08,1,4,dfef9b1b-185b-4044-ae63-5d7f1793ec39,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
ea7d6b17-ab0a-425a-96ea-c03924b0f6f0,19,Developer,Other,56,60,2015-10-01,8,11,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
d6085c09-fe44-47dd-9e85-57a0466f7b94,20,Technician,Male,23,60,2015-05-08,9,11,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
8b475042-8247-461d-80c1-e534d35a4590,21,Manager,Female,33,60,2022-12-19,1,4,9575c642-ebcf-4bc7-9ae9-67805baa4173,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
ba3051af-bc97-45c0-a429-172c71f548fb,22,Manager,Male,59,60,2017-05-25,7,9,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
86aa9612-895e-432e-99d0-7f3b8e198a85,23,Specialist,Male,26,60,2016-07-23,8,10,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
f82085fc-a4b7-4766-bf6f-5b2f4e69f24b,24,Consultant,Male,58,60,2018-01-21,6,8,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
dec64a1c-6875-48aa-9cd6-30900871b20c,25,Analyst,Female,38,60,2018-06-23,6,8,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
a6961ee6-d36f-4451-8ef7-a4a78c022c55,26,Specialist,Male,38,60,2022-05-03,2,4,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
678e70e7-07e2-48e6-9670-e4ad1c4783ea,27,Engineer,Male,45,60,2021-07-12,3,5,9575c642-ebcf-4bc7-9ae9-67805baa4173,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
f7839c95-e38e-44a5-b7e6-9486aacd93eb,28,Manager,Male,43,60,2014-11-22,9,12,fe904c86-43a8-473d-8f97-7e8310763ca8,b19c0c70-9781-4403-8d2f-73edfa608282,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
fa98fdbb-121c-4eba-8405-add02274c0b7,29,Specialist,Male,53,60,2022-04-17,2,4,9575c642-ebcf-4bc7-9ae9-67805baa4173,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
b38f1639-061a-48b3-ac9a-aaec5635d3be,30,Analyst,Male,52,60,2023-06-21,1,3,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
04923ae0-8a43-4f61-afbc-71d3ff7bc526,31,Consultant,Male,58,60,2018-05-14,6,8,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
272ed0a7-c49c-4ec1-afa3-f0536da4b279,32,Manager,Female,24,60,2023-06-12,1,3,dfef9b1b-185b-4044-ae63-5d7f1793ec39,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
53a43176-3c30-4520-9e6d-54b509fd5569,33,Analyst,Male,29,60,2024-06-13,0,2,dfef9b1b-185b-4044-ae63-5d7f1793ec39,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
0d7b14a7-7cde-4001-8f06-8c6e43eeb2d7,34,Engineer,Female,25,60,2021-09-11,2,5,f2d83c5c-3cdb-448b-9161-322bf9d445f8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
7e2d6ae3-a401-40e7-887e-c7f748381025,35,Analyst,Male,41,60,2019-05-23,5,7,fe904c86-43a8-473d-8f97-7e8310763ca8,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
ab3b08ee-f450-47fa-9c83-4a49f38ce26c,36,Engineer,Female,42,60,2019-10-12,4,7,fe904c86-43a8-473d-8f97-7e8310763ca8,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
1417aee2-d93e-4b9d-8853-579ba8f69e69,37,Consultant,Male,43,60,2024-04-04,0,2,dfef9b1b-185b-4044-ae63-5d7f1793ec39,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
5169cc0a-04ce-4de2-a24e-e223cc945a1f,38,Consultant,Other,46,60,2015-01-13,9,11,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
4e54c6a4-f2c0-4df7-8dfa-c6731db03a62,39,Specialist,Male,48,60,2022-02-03,2,4,9575c642-ebcf-4bc7-9ae9-67805baa4173,0770860a-2b58-4f69-aa68-d0cc7d7d3012,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
829c6c7d-bafb-4b1d-b7bc-4f067aa03b81,40,Engineer,Female,58,60,2023-04-11,1,3,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
7c7c44fa-af4f-4155-994c-66638512337f,41,Analyst,Female,44,60,2020-12-25,3,6,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
f94d7e19-b9f7-404c-9971-46cd2aa7b2c2,42,Specialist,Male,29,60,2021-10-31,2,5,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
7f91ebb5-9158-45a3-bb75-b90382aab378,43,Engineer,Male,60,60,2016-08-11,8,10,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,08b879ae-52de-43c3-b82c-78d28a4fbb79
c0fc934a-13d9-4c87-be2a-dcb2f8b7015a,44,Manager,Female,43,60,2021-05-21,3,5,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
cbe1ffaf-0b33-4eda-b7f3-1003cbce082e,45,Developer,Female,46,60,2021-03-03,3,5,fe904c86-43a8-473d-8f97-7e8310763ca8,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
a62e20b6-ba8a-4b40-8f14-2878b098420f,46,Specialist,Female,29,60,2016-06-12,8,10,dfef9b1b-185b-4044-ae63-5d7f1793ec39,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
48594b81-fc6f-4b91-b132-6a3b33a1bf37,47,Technician,Male,32,60,2021-04-03,3,5,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
d7f0745a-3b4d-4f0d-9c47-f70fd8d6b6a1,48,Specialist,Male,31,60,2023-11-23,0,3,9575c642-ebcf-4bc7-9ae9-67805baa4173,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
024a2813-538e-4688-ab87-bbc266db7a99,49,Specialist,Male,40,60,2016-06-02,8,10,dfef9b1b-185b-4044-ae63-5d7f1793ec39,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
7f12cf54-9d57-433e-a03c-48bede3532a7,50,Developer,Other,57,60,2020-01-24,4,6,dfef9b1b-185b-4044-ae63-5d7f1793ec39,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
a02cd221-1311-4b11-ac9d-bba9a2670cc6,51,Consultant,Female,35,60,2019-09-13,4,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
2036dd70-fd98-4a9b-a134-c89e4468b4d3,52,Developer,Male,40,60,2017-03-21,7,9,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
5ecd620d-32fd-4ab2-95f6-54189ffda820,53,Consultant,Male,28,60,2015-06-03,9,11,9575c642-ebcf-4bc7-9ae9-67805baa4173,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
c428283c-1ed4-4d7f-8c82-0f832c67a833,54,Technician,Female,37,60,2015-10-24,8,11,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
54acfe6c-5143-45a9-8fb2-8f497388de07,55,Technician,Female,34,60,2015-08-15,9,11,dfef9b1b-185b-4044-ae63-5d7f1793ec39,eaf4a20e-e688-4807-ad47-78566d866bd3,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
92bfc2d3-6294-429a-8a08-88f1e4da1516,56,Developer,Female,34,60,2021-11-25,2,5,9575c642-ebcf-4bc7-9ae9-67805baa4173,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
ecdf810c-5b0d-4434-a702-52533d36e29d,57,Specialist,Female,33,60,2016-04-17,8,10,f2d83c5c-3cdb-448b-9161-322bf9d445f8,16150621-7cec-4b0b-9778-0f3ff2ae42e1,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
e5021c35-1cc6-4bdb-8c1b-46f46e026840,58,Developer,Male,23,60,2019-07-21,5,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
8ef9a329-ac19-4e1a-bb30-352e0a099607,59,Technician,Other,52,60,2024-07-03,0,2,dfef9b1b-185b-4044-ae63-5d7f1793ec39,0770860a-2b58-4f69-aa68-d0cc7d7d3012,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
45fb8da8-0f78-42cc-b926-0f93ad084b7d,60,Manager,Female,54,60,2019-09-05,5,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
b1542c7a-28a3-443d-ab1e-9eef8496e028,61,Consultant,Female,34,60,2021-05-21,3,5,9575c642-ebcf-4bc7-9ae9-67805baa4173,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
bbba4570-c65e-4eec-8276-97da56e12dcb,62,Specialist,Male,53,60,2017-07-11,7,9,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
05c8f14a-d78a-4905-9255-aacae9688d30,63,Manager,Male,27,60,2018-05-23,6,8,9575c642-ebcf-4bc7-9ae9-67805baa4173,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
97af0db4-dad0-4c64-b163-58548ae7fa7e,64,Manager,Female,58,60,2018-01-23,6,8,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
09acdffb-12d7-418d-b868-8d9cdebc154b,65,Specialist,Female,41,60,2018-11-19,5,8,9575c642-ebcf-4bc7-9ae9-67805baa4173,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
d5a8c8ba-032a-443b-9fd9-c5db876a7136,66,Technician,Male,37,60,2024-07-16,0,2,9575c642-ebcf-4bc7-9ae9-67805baa4173,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
1c9162d9-891b-4f39-acf4-adc12af6e45c,67,Manager,Male,49,60,2017-01-03,7,9,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
9ba580b3-6d67-4699-bea5-053a7d0cf4d8,68,Consultant,Male,39,60,2024-08-14,0,2,9575c642-ebcf-4bc7-9ae9-67805baa4173,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
de8b5770-50a5-4a60-b07b-413a6ad763fc,69,Specialist,Female,38,60,2016-07-21,8,10,9575c642-ebcf-4bc7-9ae9-67805baa4173,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
db56c80d-38ec-44ec-b5e3-9b2ef7637645,70,Manager,Male,52,60,2015-11-26,8,11,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
c6b8568e-8220-4977-ba55-25366d0e1086,71,Developer,Female,42,60,2023-01-13,1,3,dfef9b1b-185b-4044-ae63-5d7f1793ec39,0770860a-2b58-4f69-aa68-d0cc7d7d3012,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
2b4dea5c-4361-4d78-8c6d-e0b4c76d87b6,72,Analyst,Female,42,60,2023-07-17,1,3,fe904c86-43a8-473d-8f97-7e8310763ca8,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
4753df2c-259a-4e02-94ed-2a974323fb8a,73,Developer,Female,33,60,2023-01-08,1,3,9575c642-ebcf-4bc7-9ae9-67805baa4173,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
014d6a25-01e0-40c3-b0af-c8816e1519b6,74,Developer,Female,47,60,2020-01-18,4,6,9575c642-ebcf-4bc7-9ae9-67805baa4173,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
8db91a69-1426-403a-94e2-3f9c4e85afc5,75,Consultant,Female,33,60,2024-04-29,0,2,dfef9b1b-185b-4044-ae63-5d7f1793ec39,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
1889c26e-0a51-4f0e-ad75-4fc25d8dc469,76,Consultant,Male,47,60,2018-04-11,6,8,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
b8f979e2-b035-494c-aaa2-75c7c3c6c008,77,Technician,Male,31,60,2017-05-24,7,9,f2d83c5c-3cdb-448b-9161-322bf9d445f8,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
4acc6498-94e6-4b76-a182-b2bdb48f259d,78,Developer,Male,28,60,2020-10-17,3,6,fe904c86-43a8-473d-8f97-7e8310763ca8,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
a2ae402a-b188-4d95-8f74-579d47fcf659,79,Consultant,Male,46,60,2016-02-05,8,10,dfef9b1b-185b-4044-ae63-5d7f1793ec39,b19c0c70-9781-4403-8d2f-73edfa608282,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
5801badb-ece8-4626-9ea3-d74ce4931ea5,80,Specialist,Female,54,60,2019-02-20,5,7,dfef9b1b-185b-4044-ae63-5d7f1793ec39,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
b94c64be-1878-4280-80fb-95a21c38bf3e,81,Developer,Female,55,60,2024-05-07,0,2,fe904c86-43a8-473d-8f97-7e8310763ca8,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
ecc1c47f-826f-4b62-b7a4-6f5f21390d36,82,Specialist,Female,23,60,2016-12-14,7,10,dfef9b1b-185b-4044-ae63-5d7f1793ec39,16150621-7cec-4b0b-9778-0f3ff2ae42e1,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
6bf7e202-b30d-40b4-b265-7baabeeb61e3,83,Analyst,Male,46,60,2021-06-23,3,5,9575c642-ebcf-4bc7-9ae9-67805baa4173,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
cfd5066b-fab8-4b2b-a14c-693347d6270e,84,Analyst,Female,28,60,2016-03-23,8,10,fe904c86-43a8-473d-8f97-7e8310763ca8,5a4173de-a8b0-4082-8d02-941c2ec3aab1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
413b2893-fb70-47a9-be82-dc47a87d7f4c,85,Specialist,Female,46,60,2015-09-16,8,11,9575c642-ebcf-4bc7-9ae9-67805baa4173,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
3d8fbe75-5156-461c-ad08-ef7b49620eaa,86,Engineer,Female,59,60,2015-02-11,9,11,9575c642-ebcf-4bc7-9ae9-67805baa4173,b19c0c70-9781-4403-8d2f-73edfa608282,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
253d902f-33b3-43f5-9021-47391f0a8a45,87,Technician,Male,55,60,2019-11-14,4,7,f2d83c5c-3cdb-448b-9161-322bf9d445f8,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
323577b5-fcae-4c92-ac75-47bf89ec3a88,88,Technician,Male,52,60,2019-07-05,5,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,1a9e7efd-d15b-48db-b9eb-350930cfcf82,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
836b8521-9b34-4656-ade1-ebd19bc515f0,89,Engineer,Female,27,60,2023-11-06,0,3,fe904c86-43a8-473d-8f97-7e8310763ca8,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
cdf1dced-1f37-45bd-a062-d0481ab75e66,90,Manager,Female,39,60,2018-01-19,6,8,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
39f7649c-ccec-4aeb-95bf-b5e95a66d1c6,91,Consultant,Male,55,60,2024-03-15,0,2,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
afb7285e-c6ec-492f-b0c2-1f7bd4659f55,92,Developer,Male,48,60,2019-07-13,5,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,b19c0c70-9781-4403-8d2f-73edfa608282,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
3abdc7d3-4210-4a5e-a650-e8cffcffa995,93,Manager,Male,50,60,2023-11-09,0,3,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
c4788cb3-8a37-45df-8365-f25a386b75e1,94,Specialist,Male,52,60,2021-04-23,3,5,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
f6e80381-71c2-4886-83dd-7ccf19be8c89,95,Developer,Male,52,60,2015-07-06,9,11,dfef9b1b-185b-4044-ae63-5d7f1793ec39,eaf4a20e-e688-4807-ad47-78566d866bd3,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
4745638a-2cd0-4d91-9a1f-ab35a1605182,96,Manager,Female,30,60,2019-04-11,5,7,dfef9b1b-185b-4044-ae63-5d7f1793ec39,1a9e7efd-d15b-48db-b9eb-350930cfcf82,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
957229aa-e72c-418c-80d1-d8a891bb2065,97,Specialist,Male,58,60,2015-04-14,9,11,f2d83c5c-3cdb-448b-9161-322bf9d445f8,1045f474-caec-4cf8-9cb3-f6ff4481e6f4,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
c0537ec3-7e3a-4e1e-a59f-b4b68f0abd01,98,Manager,Female,38,60,2015-12-31,8,11,dfef9b1b-185b-4044-ae63-5d7f1793ec39,8e67a935-d9f0-4577-90b5-d0d0fa2f4bab,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
b472f8cb-ce70-4911-b20e-33aec8737a6a,99,Developer,Male,24,60,2019-11-15,4,7,9575c642-ebcf-4bc7-9ae9-67805baa4173,d5d7b410-af1d-4b92-9f03-c8ba7a9524ce,6d0e2af7-52bb-4fe7-a2b2-27a9caf9a238
f36bc099-af15-4109-be74-d1c75bc7feb2,100,Manager,Other,33,60,2017-12-01,6,9,9575c642-ebcf-4bc7-9ae9-67805baa4173,16150621-7cec-4b0b-9778-0f3ff2ae42e1,a4d9b2c6-1058-46cd-be41-59ba0e3671b7
